TerpenoidsID,Molecular Formula,Molecular Weight,Smiles
TPCN06023,C65H104O30,1365.517,CCCC=CC(=O)OC1CC(C)(C)CC2C13C(O)CC1(C)C4(C)CCC5C(C)(C)C(OC6OC(C(=O)O)C(O)C(OC7OC(CO)C(O)C(O)C7OC7OC(C)C(O)C(O)C7OC7OCC(O)C(O)C7O)C6OC6OC(CO)C(O)C(O)C6O)CCC5(C)C4CCC21OC3O
TPCN06024,C49H76O18,953.129,CC(=O)OC1C(OC(=O)C=C(C)C)C2(CO)C(CC1(C)C)C1=CCC3C4(C)CCC(OC5OC(C(=O)O)C(O)C(O)C5OC5OC(C)C(O)C(O)C5O)C(C)(C)C4CCC3(C)C1(C)C(O)C2O
TPCN06025,C47H74O17,911.092,CC=C(C)C(=O)OC1C(O)C(C)(C)CC2C3=CCC4C5(C)CCC(OC6OC(C(=O)O)C(O)C(O)C6OC6OC(C)C(O)C(O)C6O)C(C)(C)C5CCC4(C)C3(C)C(O)C(O)C21CO
TPCN06026,C47H74O18,927.091,CC1(C)CCC2(C(=O)OC3OC(CO)C(O)C(O)C3O)CCC3(C)C(=CCC4C5(C)CCC(OC6OCC(O)C(OC7OC(CO)C(O)C(O)C7O)C6O)C(C)(C=O)C5CCC43C)C2C1
TPCN06027,C46H72O17,897.065,C=C1CCC2(C(=O)OC3OC(CO)C(O)C(O)C3O)CCC3(C)C(=CCC4C5(C)CCC(OC6OCC(O)C(OC7OC(CO)C(O)C(O)C7O)C6O)C(C)(C)C5CCC43C)C2C1
TPCN06028,C73H112N2O32,1529.681,CC(=O)NC1C(OC2CCC3(C)C(CCC4(C)C3CC=C3C5CC(C)(C)C(OC(=O)c6ccccc6N)CC5(C(=O)OC5OC(CO)C(O)C(O)C5OC5OC(C)C(OC6OCC(O)C(O)C6O)C(O)C5O)C(O)CC34C)C2(C)C)OC(COC2OC(C)C(O)C(O)C2OC2OCC(O)C(O)C2O)C(O)C1O
TPCN06029,C48H76O17,925.119,COC(=O)C1OC(OC2CCC3(C)C(CCC4(C)C3CC=C3C5CC(C)(C)CC(=O)C5(C)CCC34C)C2(C)CO)C(OC2OCC(O)C(O)C2OC2OC(C)C(O)C(O)C2O)C(O)C1O
TPCN06030,C66H106O29,1363.545,CCCC=CC(=O)OC1CC(C)(C)CC2C3=CCC4C5(C)CCC(OC6OC(C(=O)O)C(O)C(OC7OC(CO)C(O)C(O)C7OC7OC(C)C(O)C(O)C7OC7OC(C)C(O)C(O)C7O)C6OC6OC(CO)C(O)C(O)C6O)C(C)(C)C5CCC4(C)C3(C)CC(O)C12CO
TPCN06031,C37H60O10,664.877,CC(=O)OC1CC2(C)C3CCC4C(C)(C)C(OC5OCC(O)C(O)C5O)CCC45CC35CC(O)C2(C)C1C1(C)CCC(C(C)(C)O)O1
TPCN06032,C49H78O19,971.144,COC1C=C2C3CC(C)(C)C(O)CC3(C(=O)OC3OC(COC4OC(CO)C(OC5OC(C)C(O)C(O)C5O)C(O)C4O)C(O)C(O)C3O)CCC2(C)C2(C)CCC3C(C)(C)C(=O)CCC3(C)C12
TPCN06033,C67H106O30,1391.555,CC=C(C)C(=O)OC1CC(C)(C)CC2C3=CCC4C5(C)CCC(OC6OC(C(=O)O)C(O)C(OC7OC(CO)C(O)C(O)C7OC7OC(C)C(O)C(O)C7OC7OC(C)C(O)C(O)C7O)C6OC6OC(CO)C(O)C(O)C6O)C(C)(C)C5CCC4(C)C3(C)CC(OC(C)=O)C12CO
TPCN06034,C52H82O22,1059.206,C=C1CCC2(C(=O)OC3OC(COC4OC(CO)C(OC5OC(C)C(O)C(OC6OCC(O)C(O)C6O)C5O)C(O)C4O)C(O)C(O)C3O)CCC3(C)C(=CCC4C5(C)CC(O)C(O)C(C)(C)C5CCC43C)C2C1
TPCN06035,C38H60O12,708.886,CC(=O)OCC1OC(OC(=O)C23CCC(C)C(C)(O)C2C2=CCC4C5(C)CC(O)C(O)C(C)(CO)C5CCC4(C)C2(C)CC3)C(O)C(O)C1O
TPCN06036,C30H48O5,488.709,CC1CCC2(C(=O)O)CCC3(C)C(=CCC4C5(C)CC(O)C(O)C(C)(CO)C5CCC43C)C2C1C
TPCN06037,C48H80O18,945.15,CC(=CCC(O)C(C)C1CCC2(C)C3CCC4C(C)(CO)C(OC5OC(C)C(OC6OC(CO)C(O)C(O)C6O)C(O)C5O)CCC45CC35CCC12C)COC1OC(CO)C(O)C(O)C1O
TPCN06038,C53H84O24,1105.231,CC1OC(OC2C(OC(=O)C34CCC(C)(C)CC3C3=CCC5C6(C)CC(O)C(OC7OC(CO)C(O)C(OC8OC(CO)C(O)C(O)C8O)C7O)C(C)(C(=O)O)C6CCC5(C)C3(C)CC4)OCC(O)C2O)C(O)C(O)C1O
TPCN06039,C70H110O32,1463.618,CC=C(C)C(=O)OC1C(OC(=O)C=CCCC)C23C(O)CC4(C)C5(C)CCC6C(C)(C)C(OC7OC(C(=O)O)C(O)C(OC8OC(CO)C(O)C(O)C8OC8OC(C)C(O)C(O)C8OC8OCC(O)C(O)C8O)C7OC7OC(CO)C(O)C(O)C7O)CCC6(C)C5CCC4(OC2O)C3CC1(C)C
TPCN06040,C59H96O28,1253.389,CC1OC(OC2C(OC3COC(OC4CCC5(C)C(CCC6(C)C5CC=C5C7CC(C)(C(=O)OC8OC(CO)C(O)C(O)C8O)CCC7(CO)C(O)CC56C)C4(C)C)C(OC4OC(CO)C(O)C(O)C4O)C3O)OC(CO)C(O)C2O)C(O)C(O)C1O
TPCN06041,C47H74O16,895.093,CC(C)=CC(=O)OC1CC(C)(C)CC2C3=CCC4C5(C)CCC(OC6OC(C(=O)O)C(O)C(O)C6OC6OC(C)C(O)C(O)C6O)C(C)(C)C5CCC4(C)C3(C)C(O)C(O)C12CO
TPCN06042,C30H46O4,470.694,CC1(C)OC1C1CC(C2CCC3(C)C4=CCC5C(C)(C)C(=O)CCC5(C)C4CCC23C)C(O)O1
TPCN06043,C30H48O2,440.712,CC(C)=CC(O)CC(C)C1CCC2(C)C3=CCC4C(C)(C)C(=O)CCC4(C)C3CCC12C
TPCN06044,C43H66O16,838.985,COC(=O)C1(C)CCC2(C(=O)OC3OC(CO)C(O)C(O)C3O)CCC3(C)C(=CCC4C5(C)CCC(OC6OC(C(=O)O)C(O)C(O)C6O)C(C)(C)C5CCC43C)C2C1
TPCN06045,C35H58O10,638.839,CC(C)(O)C1CCC(C)(C2C(O)C(O)C3(C)C4CCC5C(C)(C)C(OC6OCC(O)C(O)C6O)CCC56CC46CCC23CO)O1
TPCN06046,C52H80O23,1073.189,CC1=CCC2(C(=O)OC3OC(COC4OC(CO)C(OC5OC(C)C(O)C(OC6OCC(O)C(O)C6O)C5O)C(O)C4O)C(O)C(O)C3O)CCC3(C)C(=CCC4C5(C)CC(O)C(O)C(C)(C=O)C5CCC43C)C2C1
TPCN06047,C53H86O23,1091.248,CC1(C)CCC2(C(=O)OC3OC(COC4OC(CO)C(O)C(O)C4OC4OC(CO)C(O)C(O)C4O)C(O)C(O)C3O)C(O)CC3(C)C(=CCC4C5(C)CCC(OC6OCC(O)C(O)C6O)C(C)(C)C5CCC43C)C2C1
TPCN06048,C51H80O21,1029.18,CC(=O)OC1C(OC(C)=O)C2(C(=O)O)CCC3(C)C(=CCC4C5(C)CCC(OC6OC(CO)C(OC7OCC(O)C(O)C7O)C(O)C6OC6OC(CO)C(O)C(O)C6O)C(C)(C)C5CCC43C)C2CC1(C)C
TPCN06049,C54H88O22,1089.276,CC1OC(OC2CCC3(C)C(CCC4(C)C3C=CC3=C5CC(C)(C)CCC5(CO)CCC34C)C2(C)CO)C(OC2OC(CO)C(O)C(O)C2O)C(OC2OC(CO)C(OC3OC(CO)C(O)C(O)C3O)C(O)C2O)C1O
TPCN06050,C59H94O29,1267.372,CC1(C)CCC2(C(=O)OC3OC(COC4OC(COC5OC(CO)C(O)C(O)C5O)C(O)C(O)C4O)C(O)C(OC4OC(CO)C(O)C(O)C4O)C3O)CCC3(C)C(=CCC4C5(C)CCC(OC6OCC(O)C(O)C6O)C(C)(C(=O)O)C5CCC43C)C2C1
TPCN06051,C42H68O15,812.991,CC1OC(OC(=O)C23CCC(C)(C)CC2C2=CCC4C5(C)CC(O)C(OC6OC(CO)C(O)C(O)C6O)C(C)(C)C5C(O)CC4(C)C2(C)CC3O)C(O)C(O)C1O
TPCN06052,C36H58O10,650.85,CC1CCC2(C(=O)OC3OC(CO)C(O)C(O)C3O)CCC3(C)C(=CCC4C5(C)CC(O)C(O)C(C)(CO)C5CCC43C)C2C1C
TPCN06053,C30H52O3,460.743,CC(C)(O)C1CCC(C)(C2CCC3(C)C2CCC2C4(C)CCC(O)C(C)(C)C4CCC23C)O1
TPCN06054,C32H54O4,502.78,CC(=O)OC1CCC2(C)C(CCC3(C)C2CCC2C(C4(C)CCC(C(C)(C)O)O4)CCC23C)C1(C)C
TPCN06055,C48H78O18,943.134,CC1OC(OC2C(OC3C(OC4CCC5(C)C(CCC6(C)C5CC=C5C7CC(C)(CO)CCC7(C(=O)O)CCC56C)C4(C)C)OC(CO)C(O)C3O)OC(CO)C(O)C2O)C(O)C(O)C1O
TPCN06056,C54H86O24,1119.258,COC(=O)C1(C)CCC2(C(=O)OC3OC(CO)C(O)C(O)C3O)CCC3(C)C(=CCC4C5(C)CCC(OC6OCC(O)C(OC7OC(CO)C(O)C(O)C7OC7OC(CO)C(O)C(O)C7O)C6O)C(C)(C)C5CCC43C)C2C1
TPCN06057,C69H108O32,1449.591,CC=C(C)C(=O)OC1C(OC(=O)C(C)=CC)C23C(O)CC4(C)C5(C)CCC6C(C)(C)C(OC7OC(C(=O)O)C(O)C(OC8OC(CO)C(O)C(O)C8OC8OC(C)C(O)C(O)C8OC8OCC(O)C(O)C8O)C7OC7OC(CO)C(O)C(O)C7O)CCC6(C)C5CCC4(OC2O)C3CC1(C)C
TPCN06058,C52H86O22,1063.238,CC1(CO)CCC23COC4(CCC5C6(C)CCC(OC7OCC(OC8OC(CO)C(O)C(O)C8OC8OCC(O)C(O)C8O)C(O)C7OC7OC(CO)C(O)C(O)C7O)C(C)(C)C6CCC5(C)C4(C)CC2O)C3C1
TPCN06059,C53H84O25,1121.23,CC1OC(OC2C(OC(=O)C34CCC(C)(C)CC3C3=CCC5C6(C)CC(O)C(OC7OC(CO)C(O)C(OC8OC(CO)C(O)C(O)C8O)C7O)C(C)(C(=O)O)C6CCC5(C)C3(C)CC4O)OCC(O)C2O)C(O)C(O)C1O
TPCN06060,C47H76O20,961.105,CC1(C)CC2C3=CCC4C5(C)CC(O)C(OC6OCC(O)C(O)C6O)C(C)(CO)C5CCC4(C)C3(C)CCC2(C(=O)O)CC1OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(O)C1O
TPCN06061,C42H68O15,812.991,CC1(C)CC2C3=CCC4C5(C)CCC(O)C(C)(CO)C5CCC4(C)C3(C)CCC2(C(=O)O)CC1OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(O)C1O
TPCN06062,C52H82O22,1059.206,CC1=CC2C3=CCC4C5(C)CC(O)C(O)C(C)(C)C5CCC4(C)C3(C)CCC2(C(=O)OC2OC(COC3OC(CO)C(OC4OC(C)C(O)C(OC5OCC(O)C(O)C5O)C4O)C(O)C3O)C(O)C(O)C2O)CC1
TPCN06063,C69H110O32,1451.607,CC=C(C)C(=O)OC1C(OC(=O)C(C)CC)C23C(O)CC4(C)C5(C)CCC6C(C)(C)C(OC7OC(C(=O)O)C(O)C(OC8OC(CO)C(O)C(O)C8OC8OC(C)C(O)C(O)C8OC8OCC(O)C(O)C8O)C7OC7OC(CO)C(O)C(O)C7O)CCC6(C)C5CCC4(OC2O)C3CC1(C)C
TPCN06064,C60H96O30,1297.398,CC1(C)CCC2(C(=O)OC3OC(COC4OC(CO)C(O)C(O)C4OC4OC(CO)C(O)C(O)C4O)C(O)C(OC4OC(CO)C(O)C(O)C4O)C3O)CCC3(C)C(=CCC4C5(C)CCC(OC6OC(CO)C(O)C(O)C6O)C(C)(C(=O)O)C5CCC43C)C2C1
TPCN06065,C66H106O29,1363.545,CCCC=CC(=O)OC1CC(C)(C)CC2C3=CCC4C5(C)CCC(OC6OC(C(=O)O)C(O)C(OC7OC(CO)C(O)C(O)C7OC7OC(C)C(O)C(O)C7OC7OC(C)C(O)C(O)C7O)C6OC6OC(CO)C(O)C(O)C6O)C(C)(C)C5CCC4(C)C3(C)CC(O)C12CO
TPCN06066,C26H32O11,520.531,CC(C)(O)C1CC(=O)C2(C)C(CCC3(C)C(C4=CC(O)OC4=O)OC(=O)C4OC432)C12COC(=O)CC2O
TPCN06067,C51H80O20,1013.181,COC(=O)C1OC(OC2CCC3(C)C(CCC4(C)C3CC=C3C5CC(C)(C(=O)OC)CC(OC(C)=O)C5(C)CCC34C)C2(C)CO)C(OC2OCC(O)C(O)C2OC2OC(C)C(O)C(O)C2O)C(O)C1O
TPCN06068,C57H92O23,1145.34,CCC(C)C(=O)OC1C(O)C(C)(C)CC2C3=CCC4C5(C)CCC(OC6OC(C(=O)O)C(O)C(OC7OCC(O)C(OC8OC(C)C(O)C(O)C8O)C7O)C6O)C(C)(CO)C5CCC4(C)C3(C)C(OC(=O)CC(C)C)C(O)C21CO
TPCN06069,C48H82O20,979.164,CC(CCC(O)C(C)(C)OC1OC(COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O)C1C(O)CC2(C)C3CCC4C(C)(CO)C(OC5OC(CO)C(O)C(O)C5O)CCC45CC35CCC12C
TPCN06070,C47H76O18,929.107,CC1(C)CCC2(C(=O)OC3OC(CO)C(O)C(O)C3O)CCC3(C)C(=CCC4C5(C)CCC(OC6OC(CO)C(O)C(OC7OCC(O)C(O)C7O)C6O)C(C)(CO)C5CCC43C)C2C1
TPCN06071,C50H82O20,1003.186,CC(=O)OC1CC2(C)C3CCC4C(C)(C)C(OC5OC(CO)C(OC6OC(CO)C(O)C(O)C6O)C(O)C5OC5OC(CO)C(O)C(O)C5O)CCC45CC35CCC2(C)C1C(C)(O)C(O)CC=C(C)C
TPCN06072,C48H78O18,943.134,CC1OC(OC2C(OC3C(OC4CCC5(C)C(CCC6(C)C5CC=C5C7CC(C)(C)C(O)CC7(C(=O)O)CCC56C)C4(C)C)OC(CO)C(O)C3O)OC(CO)C(O)C2O)C(O)C(O)C1O
TPCN06073,C54H88O23,1105.275,CC1OC(OC2CCC3(C)C(CCC4(C)C3C=CC3=C5CC(C)(C)CCC5(CO)C(O)CC34C)C2(C)CO)C(OC2OC(CO)C(O)C(O)C2O)C(OC2OC(CO)C(OC3OC(CO)C(O)C(O)C3O)C(O)C2O)C1O
TPCN06074,C59H94O30,1283.371,CC1(C)CCC2(C(=O)OC3OC(COC4OC(CO)C(O)C(O)C4OC4OC(CO)C(O)C(O)C4O)C(O)C(OC4OC(CO)C(O)C(O)C4O)C3O)C(O)CC3(C)C(=CCC4C5(C)CCC(OC6OCC(O)C(O)C6O)C(C)(C(=O)O)C5CCC43C)C2C1
TPCN06075,C42H66O14,794.976,CC1CCC2(C(=O)O)CCC3(C(=O)O)C(=CCC4C5(C)CCC(OC6OC(C)C(O)C(O)C6OC6OC(CO)C(O)C(O)C6O)C(C)(C)C5CCC43C)C2C1C
TPCN06076,C36H58O10,650.85,CC1(C)CCC2(C(=O)OC3OC(CO)C(O)C(O)C3O)CCC3(C)C(=CCC4C5(C)CCC(O)C(C)(CO)C5CCC43C)C2C1O
TPCN06077,C50H78O21,1015.153,C=C(CO)C1CCC2(C(=O)OC3OC(COC4OC(CO)C(OC5OC(C)C(O)C(O)C5O)C(O)C4O)C(O)C(O)C3O)CCC3(C)C(CCC4C5(C)CCC(OC(C)=O)C(C)(C(=O)O)C5CCC43C)C12
TPCN06078,C46H72NaO20S,1000.119,C=C1CCC2(C(=O)OC3OC(CO)C(O)C(O)C3O)CCC3(C)C(=CCC4C5(C)CCC(OC6OCC(O)C(OC7OC(CO)C(OS(=O)(=O)O)C(O)C7O)C6O)C(C)(C)C5CCC43C)C2C1.[Na]
TPCN06079,C48H80O17,929.151,CC1OC(OC2C(OC3CCC4(C)C(CCC5(C)C4CC=C4C6C(C)C(C)C(OC7OC(CO)C(O)C(O)C7O)CC6(CO)CCC45C)C3(C)C)OC(CO)C(O)C2O)C(O)C(O)C1O
TPCN06080,C42H72O12,769.026,CC1OC(OC2CC3C4(C)CCC(OC5OC(C)C(O)C(O)C5O)C(C)(C)C4CCC3(C)C3(C)CCC(C4(C)CCC(C(C)(C)O)O4)C23)C(O)C(O)C1O
TPCN06081,C48H76O17,925.119,CC(=O)OCC1OC(OC2C(O)C(C)OC(OC3C(OC4CCC5(C)C(CCC6(C)C5CC=C5C7CC(C)(C)CCC7(C(=O)O)CCC56C)C4(C)CO)OCC(O)C3O)C2O)C(O)C1O
TPCN06082,C53H84O21,1057.234,CC1=C2C3=CCC4C5(C)CCC(OC6OCC(O)C(OC7OC(CO)C(O)C(O)C7O)C6OC6OC(C)C(O)C(O)C6O)C(C)(C)C5CCC4(C)C3(C)CCC2(C(=O)OC2OC(CO)C(O)C(O)C2O)CCC1C
TPCN06083,C36H56O10,648.834,CC1CC2OC3(OC2C(C)(C)O)C1C1(C)CCC24CC25CCC(OC2OC(CO)C(O)C(O)C2O)C(C)(C)C5CC=C4C1(C)C3O
TPCN06084,C42H66O14,794.976,CC1CCC2(C(=O)OC3OC(CO)C(O)C(O)C3O)CCC3(C(=O)O)C(=CCC4C5(C)CCC(OC6OC(C)C(O)C(O)C6O)C(C)(C)C5CCC43C)C2C1C
TPCN06085,C50H82O20,1003.186,CC(=O)OC1CC2(C)C3CCC4C(C)(C)C(OC5OC(CO)C(OC6OC(CO)C(O)C(O)C6O)C(O)C5OC5OC(CO)C(O)C(O)C5O)CCC45CC35CCC2(C)C1C(C)C1CC(O)C(C)(C)O1
TPCN06086,C53H84O25,1121.23,CC1(C)CCC2(C(=O)OC3OC(COC4OC(CO)C(O)C(O)C4O)C(O)C(OC4OC(CO)C(O)C(O)C4O)C3O)C(O)CC3(C)C(=CCC4C5(C)CCC(OC6OCC(O)C(O)C6O)C(C)(C(=O)O)C5CCC43C)C2C1
TPCN06087,C30H52O6,508.74,C=C(C)C(O)CC(O)C(C)(O)C1CCC2(C)C1C(O)CC1C3(C)CCC(O)C(C)(C)C3C(O)CC12C
TPCN06088,C63H100O33,1385.46,CC1OC(OC2C(OC(=O)C34CCC(C)(C)CC3C3=CCC5C6(C)CC(O)C(OC7OC(CO)C(O)C(OC8OC(CO)C(O)C(O)C8O)C7O)C(C)(C(=O)O)C6CCC5(C)C3(C)CC4O)OCC(O)C2O)C(O)C(OC2OCC(O)C(O)C2O)C1OC1OCC(O)C(O)C1O
TPCN06089,C64H104O30,1353.506,CC1OC(OC2C(COC3OCC(O)C(O)C3O)OC(OC(=O)C34CCC(C)(C)CC3C3=CCC5C6(C)CCC(OC7OC(CO)C(O)C(O)C7OC7OCC(O)C(OC8OC(CO)C(O)C(O)C8O)C7O)C(C)(C)C6CCC5(C)C3(C)CC4)C(O)C2O)C(O)C(O)C1O
TPCN06090,C36H58O10,650.85,CC1(C)CC2C3=CCC4C5(C)CCC(O)C(C)(CO)C5CCC4(C)C3(C)CCC2(C(=O)O)CC1OC1OC(CO)C(O)C(O)C1O
TPCN06091,C64H104O30,1353.506,CCC(C)C(=O)OC1CC(C)(C)CC2C13C(O)CC1(C)C4(C)CCC5C(C)(C)C(OC6OC(C(=O)O)C(O)C(OC7OC(CO)C(O)C(O)C7OC7OC(C)C(O)C(O)C7OC7OCC(O)C(O)C7O)C6OC6OC(CO)C(O)C(O)C6O)CCC5(C)C4CCC21OC3O
TPCN06092,C61H100O27,1265.444,CC(=O)OCC1OC(OCC(C)=CCC(O)C(C)C2CCC3(C)C4CCC5C(C)(C)C(OC6OC(C)C(OC7OC(COC8OCC(OC9OC(CO)C(O)C(O)C9O)C(O)C8O)C(O)C(O)C7O)C(O)C6O)CCC56CC46CCC23C)C(O)C(O)C1O
TPCN06093,C31H50O5,502.736,COC(=O)C(C)=CC(O)CC(C)C1(C)CC=C2C3CCC4C(C)(C)C(O)CCC4(C)C3(O)CCC21C
TPCN06094,C36H58O11,666.849,CC1(COC2OC(CO)C(O)C(O)C2O)CCC2(C(=O)O)CCC3(C)C(=CCC4C5(C)CC(O)C(O)C(C)(CO)C5CCC43C)C2C1
TPCN06095,C48H74O18,939.102,C=C1CCC2(C(=O)OC3OC(CO)C(O)C(O)C3O)CCC3(C)C(=CCC4C5(C)CCC(OC6OCC(O)C(OC7OC(CO)C(O)C(OC(C)=O)C7O)C6O)C(C)(C)C5CCC43C)C2C1
TPCN06096,C60H96O27,1249.401,CC(=CC=CC(C)C1CCC2(C)C3CCC4C(C)(C)C(OC5OC(CO)C(O)C(OC6OC(CO)C(O)C(O)C6O)C5OC5OC(COC6OC(CO)C(O)C(O)C6O)C(O)C(O)C5OC5OC(C)C(O)C(O)C5O)CCC45CC35CCC12C)C(=O)O
TPCN06097,C36H58O11,666.849,CC1(C)CC2C3=CCC4C5(C)CC(O)C(O)C(C)(CO)C5CCC4(C)C3(C)CCC2(C(=O)O)CC1OC1OC(CO)C(O)C(O)C1O
TPCN06098,C47H76O19,945.106,CC1(C)CC2C3=CCC4C5(C)CCC(OC6OCC(O)C(O)C6O)C(C)(CO)C5CCC4(C)C3(C)CCC2(C(=O)O)CC1OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(O)C1O
TPCN06099,C52H82O23,1075.205,CC1OC(OC2C(OC(=O)C34CCC(C)(C)CC3C3=CCC5C6(C)CC(O)C(OC7OC(CO)C(O)C(O)C7O)C(C)(C(=O)O)C6CCC5(C)C3(C)CC4)OCC(O)C2O)C(O)C(O)C1OC1OCC(O)C(O)C1O
TPCN06100,C46H72O16,881.066,CC1OC(OC2C(OC3CCC4(C)C(CCC5(C)C4CC=C4C6CC(C)(C)CCC6(C(=O)O)CCC45C)C3(C)C=O)OCC(O)C2O)C(O)C(OC2OCC(O)C(O)C2O)C1O
TPCN06101,C46H74O15,867.083,CC1OC(OC2C(OC3CCC4(C)C(CCC5(C)C4CC=C4C6CC(C)(C)CCC6(C(=O)O)CCC45C)C3(C)C)OCC(O)C2O)C(O)C(OC2OC(CO)C(O)C2O)C1O
TPCN06102,C38H60O12,708.886,CC(=O)OC(C1CC(C)C2C(O)(O1)C(O)C1(C)C3=CCC4C(C)(C)C(OC5OC(CO)C(O)C(O)C5O)CCC45CC35CCC21C)C(C)(C)O
TPCN06103,C38H58O11,690.871,CC(=O)OC(C)(C)C1OC23OC1CC(C)C2C1(C)CCC24CC25CCC(OC2OC(CO)C(O)C(O)C2O)C(C)(C)C5CC=C4C1(C)C3O
TPCN06104,C32H52O3,484.765,CC(=O)OC1CCC2(C)C(C(O)CC3(C)C2CC=C2C4CC(C)(C)CCC4(C)CCC23C)C1(C)C
TPCN06105,C42H70O13,783.009,CC(=O)OCC1OC(OC2CCC3(C)C(CCC4(C)C3CC(OC3OCC(O)C(O)C3O)C3C(C5(C)CCC(C(C)(C)O)O5)CCC34C)C2(C)C)C(O)C1O
TPCN06106,C68H102O29,1383.535,COc1ccc(C=CC(=O)OCC2OC(OC3C(CO)OC(OC4COC(OC5C(O)C(C)OC(OC6C(OC7CCC8(C)C(CCC9(C)C8CC=C8C%10CC(C)(C)CCC%10(C(=O)O)CCC89C)C7(C)CO)OCC(O)C6O)C5O)C(O)C4O)C(O)C3O)C(O)C(O)C2O)cc1O
TPCN06107,C32H48O7,544.729,C=C(CO)C1CCC2(C(=O)O)CCC3(C)C(CCC4C5(C)CCC(OC(C)=O)C(C)(C(=O)O)C5CCC43C)C12
TPCN06108,C36H62O8,622.884,CC(C)=CCCC(C)(O)C1CCC2(C)C1C(O)CC1C3(C)CCC(OC4OC(CO)C(O)C(O)C4O)C(C)(C)C3CCC12C
TPCN06109,C30H50O5,490.725,CC(C)(O)C1CCC(C(=O)O)(C2CCC3(C)C2CCC2C4(C)CCC(O)C(C)(C)C4CCC23C)O1
TPCN06110,C30H48O5,488.709,CC1(C)CCC2(C(=O)O)CCC3(C)C(=CCC4C5(C)CC(O)C(O)C(C)(CO)C5CCC43C)C2C1
TPCN06111,C41H66O19S2,927.094,CC1CCC2(C(=O)OC3OC(CO)C(O)C(O)C3O)CCC3(C)C(=CCC4C5(C)CCC(OC6OCC(OS(=O)(=O)O)C(OS(=O)(=O)O)C6O)C(C)(C)C5CCC43C)C2C1(C)O
TPCN06112,C37H50O7,606.8,C=C(C)C1CCC2(C(=O)O)CCC3(COC(=O)c4ccc(O)c(O)c4)C(CCC4C5(C)C(C=O)CC(C)(C)C5CCC43C)C12
TPCN06113,C42H68O16,828.99,CC1(C)CC2C3=CCC4C5(C)CC(O)C(O)C(C)(CO)C5CCC4(C)C3(C)CCC2(C(=O)O)CC1OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(O)C1O
TPCN06114,C32H46O5,510.715,C=C1C(C(C)CC(=O)C=C(C)C(=O)O)CCC2(C)C3=CCC4C(C)(C)C(OC(C)=O)CCC4(C)C3CC12
TPCN06115,C59H96O26,1221.391,CC1OC(OC2C(CO)OC(OCC3OC(OC(=O)C45CCC(C)(C)CC4C4=CCC6C7(C)CCC(OC8OCC(O)C(O)C8OC8OC(CO)C(O)C(O)C8O)C(C)(C)C7CCC6(C)C4(C)CC5)C(O)C(O)C3O)C(O)C2O)C(O)C(O)C1O
TPCN06116,C48H76O21,989.115,C=C(C(=O)O)C1CCC2(C)C(CC=C3C4CC(C)(C)CCC4(C(=O)OC4OC(COC5OC(CO)C(O)C(O)C5O)C(O)C(OC5OC(CO)C(O)C(O)C5O)C4O)C(O)CC32C)C1(C)CCCO
TPCN06117,C40H58O5,618.899,C=C(C)C1CCC2(C)C(O)CC3(C)C(CCC4C5(C)CCC(OC(=O)C=Cc6ccc(O)c(OC)c6)C(C)(C)C5CCC43C)C12
TPCN06118,C36H58O11,666.849,CC1(C)CCC2(C(=O)OC3OC(CO)C(O)C(O)C3O)C(O)CC3(C)C(=CCC4C5(C)CC(O)C(O)C(C)(C)C5C(O)CC43C)C2C1
TPCN06119,C68H102O28,1367.536,COc1ccc(C=CC(=O)OCC2OC(OC3C(CO)OC(OC4COC(OC5C(O)C(C)OC(OC6C(OC7CCC8(C)C(CCC9(C)C8CC=C8C%10CC(C)(C)CCC%10(C(=O)O)CCC89C)C7(C)C)OCC(O)C6O)C5O)C(O)C4O)C(O)C3O)C(O)C(O)C2O)cc1O
TPCN06120,C47H78O18,931.123,CC(=CCC(O)C(C)C1CCC2(C)C3CCC4C(C)(CO)C(OC5OCC(OC6OC(CO)C(O)C(O)C6O)C(O)C5O)CCC45CC35CCC12C)COC1OC(CO)C(O)C(O)C1O
TPCN06121,C42H70O15,815.007,CC(C)(O)C1CCC(C)(C2C(O)CC3(C)C4CCC5C(C)(C)C(OC6OC(COC7OC(CO)C(O)C(O)C7O)C(O)C(O)C6O)CCC56CC46CCC23CO)O1
TPCN06122,C36H60O10,652.866,CC(C)(O)C1CCC(C)(C2C(O)CC3(C)C4CCC5C(C)(C)C(OC6OC(CO)C(O)C(O)C6O)CCC56CC46CCC23CO)O1
TPCN06123,C48H78O18,943.134,CC1OC(OC2C(OC3CCC4(C)C(CCC5(C)C4CC=C4C6C(C)C(C)C(OC7OC(CO)C(O)C(O)C7O)CC6(C(=O)O)CCC45C)C3(C)C)OC(CO)C(O)C2O)C(O)C(O)C1O
