TerpenoidsID,Molecular Formula,Molecular Weight,Smiles
TPCN02772,C42H48N2O13,788.847,C=C(C)C1C=CC(OC(=O)C(C)C)C23C(OC(C)=O)OC(C)(C(OC(=O)c4cccnc4)C4(OC(C)=O)CC(C)C(OC(=O)c5cccnc5)C4C2OC(C)=O)C13
TPCN02773,C30H33NO7,519.594,C=C1C2CC3C(CC2=O)(C2CC4C5(C)CN(C)C(O2)C43CC(=O)C5OC(C)=O)C1OC(=O)c1ccccc1
TPCN02774,C32H45NO8,571.711,C=C1CC23C(OC(C)=O)C4C5C(C)(C=O)CC(OC(=O)C(C)C)CC56C(C2C(OC(=O)C(C)CC)C1C(O)C36)N4C
TPCN02775,C23H37NO4,391.552,CCN1CC2(C)CCC(OC)C34C5CC6C(OC)CC(O)(C(CC23)C14)C5C6O
TPCN02776,C23H33NO7,435.517,CCN1CC2CCC(OC)C34C2C(O)C2(OCOC25CC(OC)C2CC3(O)C5C2=O)C14
TPCN02777,C32H50O13,642.739,CC(C)c1cc2c(c(O)c1OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(O)C1O)C1(C)CCC(O)C(C)(C)C1CC2
TPCN02778,C32H45NO9,587.71,CCN1CC2(COC)C(O)CC(OC)C34C5CC6(O)C(OC)CC(O)(C5C6OC(=O)c5ccccc5)C(C(OC)C23)C14
TPCN02779,C23H33NO5,403.519,CC(=O)OC1CC23C4CC5C6(C)CCCC5(C4N(C)C6)C2C(O)C1C1(CO1)C3O
TPCN02780,C20H34O2,306.49,C=CC(C)(O)CCC1C(=C)CCC2C(C)(C)C(O)CCC12C
TPCN02781,C36H44O16,732.732,COc1cc(C=CC(=O)OC2CC(O)C(OC(C)=O)C3C2CCC2(O)C(=O)OC(c4ccoc4)CC32C)ccc1OC1OC(CO)C(O)C(O)C1O
TPCN02782,C35H37NO7,583.681,C=C1CC23C(O)C1C(O)C(OC(=O)c1ccccc1)C2C12CC4CC5(C)C(O4)N(C)C1C3C(OC(=O)c1ccccc1)C52
TPCN02783,C22H19NO5,377.396,COC(=O)CCc1nc2c(C(C)=O)c(O)c3ccc4c(C)cccc4c3c2o1
TPCN02784,C36H44O16,732.732,COc1cc(C=CC(=O)OC2CC(OC(C)=O)C(O)C3C2CCC2(O)C(=O)OC(c4ccoc4)CC32C)ccc1OC1OC(CO)C(O)C(O)C1O
TPCN02785,C26H38O7,462.583,C=C1CCC2C(C(O)=C(C)C(=O)C3(O)CC(C)C(OC(=O)CCC)C3C1OC(C)=O)C2(C)C
TPCN02786,C23H37NO9,471.547,COCC12CNC3C4C(OC)C1C3(C(OC)CC2O)C1CC2(O)C(O)C1C4(O)C(O)C2OC
TPCN02787,C20H30O,286.459,CC(C)c1cc2c(cc1O)C1(C)CCCC(C)(C)C1CC2
TPCN02788,C26H40O9,496.597,C=C1CCC2C(C)(CO)C(OC3OC(CO)C(O)C(O)C3O)CCC2(C)C1CCC1=CCOC1=O
TPCN02789,C22H32O4,360.494,CC(=O)OC1CC2C(C)c3ccoc3CC2C2(C)CCCC(C)(C)C12O
TPCN02790,C23H31NO3,369.505,C=C1C2CC3(C1O)C1CC4C5(C)CCC6OCC(C2=O)C3C64C1N(CC)C5
TPCN02791,C23H37NO4,391.552,CCN1CC2(C)CCC(O)C34C5CC6C(OC)CC(OC)(C(CC23)C14)C5C6O
TPCN02792,C20H30O6,366.454,CC1(C(=O)O)CCCC2(C)C3CC(O)C(O)(C(C)(C)O)C=C3C(=O)CC12
TPCN02793,C20H34O2,306.49,CC1(C)CCCC2(C)C1C(O)CC13CC(CCC12)C(C)(O)C3
TPCN02794,C20H28O3,316.441,CC(CO)c1ccc2c(c1)CCC1C(C)(C(=O)O)CCCC21C
TPCN02795,C19H26O4,318.413,CC(C)c1cc(C=O)c2c(c1O)OC(O)C1C2CCCC1(C)C
TPCN02796,C22H33NO4,375.509,C=C1C2CCC3(C(O)CC4C5(C)CCCC4(C4OCCN4C5O)C3C2)C1O
TPCN02797,C22H30O4,358.478,COC(=O)C1=C(C)C2CCc3c(OC)c(C(C)C)cc(O)c3C2(C)CC1
TPCN02798,C20H28O5,348.439,CC1(C)CCCC2(C)C1CCC1(O)C(O)C3=C(CO)C(=O)OC3=CC21
TPCN02799,C20H30O3,318.457,CC1=CCC(=O)C(CO)=CC2C(CCC3(C)OC3CC1)C2(C)C
TPCN02800,C21H30O2,314.469,CC(C)c1ccc2c(c1)CCC1C(C)(COC=O)CCCC21C
TPCN02801,C24H39NO10,501.573,COCC12CN(C)C3C4C(OC)C1C3(C(OC)CC2O)C1(O)CC2(O)C(O)C1C4(O)C(O)C2OC
TPCN02802,C26H33NO7,471.55,CC1=CCCC2C1(C)C(O)C(O)C1(C)OC3(COC(=O)C3)CC(OC(=O)c3cccnc3)C21C
TPCN02803,C26H42O8,482.614,CC1=CC23CCC4C(C)(CO)CC(O)CC4(C)C2CCC1C3OC1OC(CO)C(O)C(O)C1O
TPCN02804,C23H36O6,408.535,COC1OC(=O)CC12CCC1(O2)C(C)CC(OC(C)=O)C2C(C)(C)CCCC21C
TPCN02805,C25H39NO7,465.587,CCN1CC2(COC)CCC(OC)C34C2CC2(OCOC25CC(OC)C2CC3(O)C5C2O)C14
TPCN02806,C21H28O5,360.45,COC(=O)C1(C)CCCC2(C(=O)O)C3Cc4occc4C(C)C3CCC12
TPCN02807,C34H48O8,584.75,C=C(C)C12CC(C)C34OC(C=CC=CCCCCCCCCC)(OC1C3C1OC1(CO)C(O)C1(O)C(=O)C(C)=CC14)O2
TPCN02808,C30H40O12,592.638,C=C1C(OC(C)=O)C(OC(C)=O)C(=O)C(C)(C)C=CC(C)C(=O)C2(OC(C)=O)CC(C)C(OC(C)=O)C2C1OC(C)=O
TPCN02809,C26H42O10,514.612,C=C1C2CC(OC3OC(CO)C(O)C(O)C3O)C(C)(C)C2(O)C(O)CC23CC(CCC12O)C(C)(O)C3
TPCN02810,C25H39NO6,449.588,CCN1CC2(C)CCC(OC)C34C5CC6C(OC)CC7(OCOC7(C(O)C23)C14)C5C6OC
TPCN02811,C22H32O6,392.492,CC1CC(O)C2(COC(=O)O)C(CCCC23CO3)C1(C)CCC1=CC(=O)CC1
TPCN02812,C31H43NO9,573.683,C=C1CC23C(O)C(O)C4(O)C5(C)CC(O)CC46C(C2C1C(OC(=O)C(C)=CC)C(OC(=O)C(C)=CCO)C36)N(C)C5
TPCN02813,C48H80O17,929.151,CC(=CCC(O)C(C)C1CCC2(C)C3CCC4C(C)(C)C(OC5OC(C)C(OC6OC(COC7OC(CO)C(O)C(O)C7O)C(O)C(O)C6O)C(O)C5O)CCC45CC35CCC12C)CO
TPCN02814,C20H28O3,316.441,CC(C)(O)c1ccc2c(c1)C(=O)CC1C(C)(CO)CCCC21C
TPCN02815,C32H46O10,590.71,C=C(C)C12OC3(CCCCCCCCC)OC1C1C4OC4(CO)C(O)C4(O)C(=O)C(C)=CC4C1(O3)C(C)C2OC(C)=O
TPCN02816,C25H39NO6,449.588,CCN1CC2(C)CCC(OC)C34C5CC6C(OC)CC7(OCOC7(C(OC)C23)C14)C5C6O
TPCN02817,C32H46O10,590.71,C=C(C)C12OC34CCCCCCCC(C)C5C(C)C(=O)C6(O)C(O)C7(CO)OC7C(C1O3)C(O4)(C(C)C2OC(C)=O)C56
TPCN02818,C24H34O7,434.529,C=C1C(=O)C23C(OC(C)=O)CC4C(C)(C)C(OC(C)=O)CCC4(C)C2CC(O)C1C3O
TPCN02819,C20H28O6,364.438,C=C1CC23CC1C(O)CC2C1(C)CC(O)CC(C)(C(=O)O)C1C3C(=O)O
TPCN02820,C20H28O5,348.439,CC1=C(C=O)CC2C1(C)CCC(C)C2(C)CC(O)C1=CC(=O)OC1O
TPCN02821,C28H31NO6,477.557,C=C1CCC2(O)C(=C(C)C(=O)N2CCc2ccc(O)cc2)C2C1C13OC1(CC(C)C3=O)C1OC21C
TPCN02822,C33H45NO11,631.719,COCC12CNC3C4C(OC)C1C3(C(OC)CC2OC(C)=O)C1CC2(O)C(OC)C(O)C4(OC)C1C2OC(=O)c1ccccc1
TPCN02823,C19H30O2,290.447,CC1(CO)CCCC2(C)C3=C(CC12)C1C(CO)C1(C)CC3
TPCN02824,C27H36O12,552.573,CC(=O)OC1CCC(=O)C2(COC3OC(CO)C(O)C(O)C3O)CCC3C(=O)OC(c4ccoc4)CC3(C)C12
TPCN02825,C26H41NO5,447.616,CCOC12CC(OC)C3CC(C1C3OC(C)=O)C13C(OC)CCC4CN(CC)C1C2CC43
TPCN02826,C34H49NO10,631.763,CCOC12C(O)C(OC)C3(O)CC(C1C3OC(=O)c1ccccc1)C13C(OC)CC(O)C4(COC)CN(CC)C1C2C(OC)C43
TPCN02827,C24H39NO7,453.576,CCN1CC2(COC)C(O)CC(O)C34C5CC6C(OC)CC(O)(C5C6O)C(C(OC)C23)C14
TPCN02828,C28H48O6,480.686,C=C1CCC2C(C)(C)CCCC2(C)C1CCC(C)CCOC1OC(C)C(O)C(O)C1OC(C)=O
TPCN02829,C30H46O16S2,726.816,C=C1C2CCC3C4(C)CC(OC5OC(CO)C(OS(=O)(=O)O)C(OS(=O)(=O)O)C5OC(=O)CC(C)C)CC(C(=O)O)C4CCC3(C2)C1O
TPCN02830,C38H39N3O9,681.742,CC1=CCC(OC(=O)c2cccnc2)C2C1(C)C(OC(=O)c1cccnc1)C(OC(=O)c1cccnc1)C1(C)OC3(CCC21C)COC(=O)C3
TPCN02831,C32H44O11,604.693,C=C(C)C12OC34CCCCCCCC(C)C5C6C7(OC5(C)OC7=O)C(O)C5(CO)OC5C(C1O3)C6(O4)C(C)C2OC(C)=O
TPCN02832,C31H43NO8,557.684,CCN1CC2(COC)C(O)CC(O)C34C5CC6C(OC)CC(O)(C5C6OC(=O)c5ccccc5)C(C(OC)C23)C14
TPCN02833,C26H41NO7,479.614,CCN1CC2(COC)CCC(OC)C34C5CC6C(OC)CC7(OCOC7(C(O)C23)C14)C5C6OC
TPCN02834,C23H35NO6,421.534,CCN1C2OC3CCC2(COC)C2CC4(O)C1C32C1CC2C(OC)CC4(O)C1C2O
TPCN02835,C24H33NO4,399.531,C=C1C2CC3(C1OC(C)=O)C1CC4C5(C)CCC6OC5N(CC)C1C64C3CC2O
TPCN02836,C29H34O6,478.585,CC(=O)OC12C(O)C(C)=CC13C(=O)C(C=C(C)C2OC(=O)c1ccccc1)C1C(CC3C)C1(C)C
TPCN02837,C34H47NO9,613.748,CCN1CC2(COC)CCC(O)C34C5CC6C(OC)CC(OC(=O)c7ccc(OC)c(OC)c7)(C(CC23)C14)C5C6OC(C)=O
TPCN02838,C25H34O10,494.537,CC12CCC3(O)C(=O)OC(c4ccoc4)CC3(C)C1CC=CC2OC1OC(CO)C(O)C(O)C1O
TPCN02839,C20H28O6,364.438,C=C1C2CCC3C45CCCC(C)(C)C4C(O)C(O)(OC5=O)C3(C1O)C2O
TPCN02840,C33H37NO8,575.658,CC1=CCC(OC(=O)c2ccccc2)C2C1(C)C(OC(=O)c1cccnc1)C(O)C1(C)OC3(CCC21C)COC(=O)C3
TPCN02841,C28H38O10,534.602,C=C1C2CC(OC(C)=O)C3C(C2)(C(=O)OCC32C(OC(C)=O)CCC(C)(C)C2COC(C)=O)C1OC(C)=O
TPCN02842,C24H32O8,448.512,C=C1C(=O)C23CC1CC(O)C2C1(COC3=O)C(OC(C)=O)CCC(C)(C)C1COC(C)=O
TPCN02843,C21H31NO4,361.482,COC1CC2(O)C3CC4C5(C)C=NC3C4(C(OC)CC5)C3CC1C(O)C32
TPCN02844,C30H41NO6,511.659,CCN1CC2(COC(=O)c3ccccc3)CCC(OC)C34C5CC6C(OC)CC(O)(C(CC23)C14)C5C6O
TPCN02845,C40H68O4,612.98,CC1(CC2OC(O)CC3(C)OC4(C)CCC5C(C)(C)CCCC5(C)C4CC23)CCC2C(C)(CCC3C(C)(C)CCCC32C)O1
TPCN02846,C22H35NO3,361.526,CCN1CC2(C)CCC(OC)C34C5CC6CCC(O)(C(CC23)C14)C5C6O
TPCN02847,C20H26O2,298.426,CC(C)c1cc2c(cc1O)C1(C)CCCC(C)(C)C1=CC2=O
TPCN02848,C25H39NO7,465.587,CCN1CC2(OC(C)=O)CCC(O)C34C5CC6C(OC)CC(O)(C5C6OC)C(C(OC)C23)C14
TPCN02849,C36H51N3O10,685.815,CCN1CC2(COC(=O)c3ccccc3NC(=O)CCC(N)=O)CCC(OC)C34C5CC6C(OC)CC(O)(C5C6OC)C(O)(C(OC)C23)C14
TPCN02850,C20H24O4,328.408,Cc1c2c(cc3c1C(=O)C(O)=C(C(C)CO)C3=O)C(C)(C)CCC2
TPCN02851,C23H34O4,374.521,C=C1CCC2C3(C)COC(C)(C)OC3CCC2(C)C1CCC1=CCOC1=O
TPCN02852,C20H24O7,376.405,CC1CC(O)C23COC(=O)C2CC(O)CC3C12CC(c1ccoc1)OC2=O
TPCN02853,C27H30O6,450.531,CC12CCC(COC(=O)c3ccccc3)C(C)(CCc3ccoc3)C1CC(=O)C=C2C(=O)O
TPCN02854,C24H39NO5,421.578,CCN1CC2(CO)CCC(OC)C34C5CC6C(OC)CC(O)(C(CC23)C14)C5C6OC
TPCN02855,C20H30O3,318.457,C=C1C=CC2C3CCC(C(C)C)C3(C(=O)O)CCC2(C)CC1O
TPCN02856,C20H24O5,344.407,C=C1C(=O)C23CC1CCC2C1(COC3=O)C(=O)C=CC(C)(C)C1CO
TPCN02857,C20H26O7,378.421,CC1CC(O)C23COC(O)C2CC(O)CC3C12CC(c1ccoc1)OC2=O
TPCN02858,C16H14O8,334.28,O=C(c1ccc(O)c(O)c1)c1cc(O)c(O)cc1CC(O)C(=O)O
TPCN02859,C36H58O6,586.854,CCCCCCCCCCCCCCCC(=O)OCC1(O)CC23CCC4C5=CC(=O)OC5(O)CCC4(C)C2CCC1C3
TPCN02860,C20H20O5,340.375,CC1=C(C)C2=CC(=O)c3c(O)c4c(c(O)c3C2(C)CC1=O)OCC4C
TPCN02861,C25H41NO7,467.603,CCN1CC2(CO)CCC(OC)C34C5CC6C(OC)CC(O)(C5C6OC)C(O)(C(OC)C23)C14
TPCN02862,C37H46O13,698.762,C=C1C(OC(=O)c2ccccc2)C(OC(C)=O)C(OC(C)=O)C(C)(C)C=CC(C)C(=O)C2(OC(C)=O)CC(C)C(OC(C)=O)C2C1OC(C)=O
TPCN02863,C26H42O8,482.614,C=C(CCCC1(C)C(=O)CCC23CC(CCC21)C(C)(O)C3)COC1OC(CO)C(O)C(O)C1O
TPCN02864,C20H34O4,338.488,CC1(C(O)CO)C=C2CCC3C(C)(CO)CC(O)CC3(C)C2CC1
TPCN02865,C37H50O19,798.788,COC(=O)C1(O)CCCC2C(C)(CC(OC(C)=O)c3ccoc3)C(O)(C(=O)O)CC(OC3OC(COC(C)=O)C(OC(C)=O)C(OC(C)=O)C3OC(C)=O)C21C
TPCN02866,C20H24O4,328.408,CC1=C(CCc2ccoc2)C2(C)CCC(=O)C(C)(C)C2=C(O)C1=O
TPCN02867,C28H35NO6,481.589,COC1CC2(O)C3CC4C5(COC(=O)c6ccccc6)C=NC3C4(C(OC)CC5)C3CC1C(O)C32
TPCN02868,C42H70O12,767.01,CC(=CCC(O)C(C)C1CCC2(C)C3CCC4C(C)(C)C(OC5OC(C)C(OC6OC(CO)C(O)C(O)C6O)C(O)C5O)CCC45CC35CCC12C)CO
TPCN02869,C20H26O2,298.426,CC1=C(C(=O)O)CCC2(C)c3ccc(C(C)C)cc3CCC12
TPCN02870,C28H38O14,598.598,CC(=O)OC1CC(OC2OC(CO)C(O)C(O)C2O)C2CCC3(O)C(=O)OC(c4ccoc4)CC3(C)C2C1OC(C)=O
TPCN02871,C20H30O3,318.457,CC1c2ccoc2CC2C1CC(O)C1(O)C(C)(C)CCCC21C
TPCN02872,C20H32O4,336.472,CC1(CO)C(=O)CCC2(C)C3CCC4CC3(CCC12)CC4(O)CO
TPCN02873,C32H52O16,692.752,CC1(C(=O)OC2OC(CO)C(O)C(O)C2OC2OC(CO)C(O)C(O)C2O)CCCC2(C)C1C(O)C(O)C13CC(CO)C(O)(CCC21)C3
TPCN02874,C20H24O4,328.408,CC1=C(C(=O)O)CCC2(C)C3=C(CCC12)C(=O)C(C(C)C)=CC3=O
TPCN02875,C28H31NO5,461.558,C=C1CCC2C(=C(C)C(=O)N2CCc2ccc(O)cc2)C2C1C13OC1(CC(C)C3=O)C1OC21C
TPCN02876,C35H42O12,654.709,C=C(C)C1C=CC(OC(=O)c2ccccc2)C2(COC(C)=O)C(OC(C)=O)C3C(OC(C)=O)C(C)CC3(O)C(=O)C(C)(OC(C)=O)C12
TPCN02877,C34H38N2O9,618.683,CC(=O)OC1C(OC(=O)c2cccnc2)C2(C)C(C)=CCC(OC(=O)c3cccnc3)C2C2(C)CCC3(COC(=O)C3)OC12C
TPCN02878,C23H31NO7,433.501,CCN1CC2CCC(OC)C34C2C(=O)C2(OCOC25CC(OC)C2CC3(O)C5C2=O)C14
TPCN02879,C48H75NO11,842.124,CCCCCCCCCCCCCCCC(=O)OC12C(O)C(OC)C3(O)CC(C1C3OC(=O)c1ccccc1)C13C(OC)CC(O)C4(COC)CN(CC)C1C2C(OC)C43
TPCN02880,C28H33NO7,495.572,CC(=O)OC1C(OC(=O)c2cccnc2)C(C)(O)C(C)(C=CC2=CC(=O)OC2)C2CCC=C(C)C12C
TPCN02881,C26H44O6,452.632,C=CC(C)(CCC1C(=C)CCC2C(C)(C)C(O)CCC12C)OC1OC(C)C(O)C(O)C1O
TPCN02882,C32H45NO8,571.711,CCN1CC2(COC)CCC(OC)C34C5CC6(O)C(OC)C(O)C(OC)(C(CC23)C14)C5C6OC(=O)c1ccccc1
TPCN02883,C28H36O9,516.587,CC(=O)OC1CC(O)C23COC(O)C1(C)C2CC(O)C1(C)C3C(=O)CC2(C)C(c3ccoc3)CC3OC321
TPCN02884,C20H32O2,304.474,CC1(C)C(OO)CCC2(C)C3CC4C5CC3(CCC12)CC45C
TPCN02885,C26H42O10,514.612,C=C1C2CCC3CC2(CC(O)C2(O)C1C(O)C(OC1OC(CO)C(O)C(O)C1O)C2(C)C)CC3(C)O
TPCN02886,C24H36O7,436.545,C=C1C2CC(O)C3C(C2)(CC(O)C2C(C)(C)C(OC(C)=O)CC(O)C23C)C1OC(C)=O
TPCN02887,C26H37NO6,459.583,C=C1C(=O)C23CCC4C(C)(COC5CCC(=O)N5)C(OC(C)=O)CCC4(C)C2C(O)CC1C3
TPCN02888,C23H35NO8,453.532,COC1CC2(O)C3C(OC)C1CC3C13C(OC)CCC4(CO)C=[N+]([O-])C1C2(O)C(OC)C43
TPCN02889,C18H24O2,272.388,Cc1cc2c(cc1O)C1(C=O)CCCC(C)(C)C1CC2
TPCN02890,C33H47NO9,601.737,CCN1CC2(COC)C(O)CC(OC)C34C5CC6C(OC)CC(O)(C5C6OC(=O)c5ccc(OC)cc5)C(C(OC)C23)C14
TPCN02891,C26H36O10,508.564,CC1Cc2c(O)c3c(c(O)c2O1)C1(C)CCC(OC2OC(CO)C(O)C(O)C2O)C(C)(C)C1CC3=O
TPCN02892,C20H27NO4,345.439,C=C1CC23CC4C5C6(C)CC(O)CC57C(C2C(O)C1C(O)C37O)N4C6
TPCN02893,C35H46O10,626.743,CC(=O)OC1CC(OC(C)=O)C(C)(C)C=CC(C)C(OC(C)=O)C2(OC(C)=O)CC(C)C(OC(=O)c3ccccc3)C2C=C1C
TPCN02894,C25H39NO6,449.588,CCN1CC2(C)CCC(OC)C34C5CC6C(OC)CC7(OCOC7(CC23O)C14)C5C6OC
TPCN02895,C22H33NO3,359.51,C=C1C2CCC3(C1O)C1CC4C5(C)CCC(O)C4(C1N(CC)C5)C3C2O
TPCN02896,C36H44O16,732.732,COc1cc(C=CC(=O)OC2CC(OC(C)=O)C(O)C3C2CCC2(O)C(=O)OC(c4ccoc4)CC32C)ccc1OC1OC(CO)C(O)C(O)C1O
TPCN02897,C26H38O9,494.581,C=C1CCC2C(C)(CO)C(OC3OC(CO)C(O)C(O)C3O)CCC2(C)C1C=CC1=CCOC1=O
TPCN02898,C24H37NO6,435.561,CCN1CC2(C)CCC(OC)C34C5CC6C(OC)CC7(OCOC7(C(O)C23)C14)C5C6O
TPCN02899,C30H41NO8,543.657,CCN1CC2(COC)C(O)CC(O)C34C5CC6C(OC)CC(O)(C5C6OC(=O)c5ccccc5)C(C(O)C23)C14
TPCN02900,C20H26O3,314.425,CC1=C(C(=O)O)CCC2(C)c3ccc(C(C)C)c(O)c3CCC12
TPCN02901,C17H12O3,264.28,Cc1cccc2c1ccc1c3occ(C)c3c(=O)oc21
TPCN02902,C18H14O3,278.307,Cc1cccc2c3c(ccc12)C1=C(C(=O)C3=O)C(C)CO1
TPCN02903,C20H16O7,368.341,COc1ccc(-c2cc(=O)c3c(OC(C)=O)cc(OC(C)=O)cc3o2)cc1
TPCN02904,C24H39NO8,469.575,CCN1CC2(COC)C(O)CC(O)C34C5CC6C(O)C5C(O)(C(O)C6OC)C(C(OC)C23)C14
TPCN02905,C33H35NO8,573.642,CC1(O)C=CCC2C(C)(C=CC3=CC(=O)OC3)C(C)(O)C(OC(=O)c3ccccc3)C(OC(=O)c3cccnc3)C21C
TPCN02906,C21H33NO4,363.498,CCN1CC2(C)CCC(O)C34C5CC6C(O)CC(O)(C(CC23)C14)C5C6O
TPCN02907,C29H36O8,512.599,CC(=O)OC12CC(C)C(OC(=O)c3ccccc3)C1C=C(C)C(O)CC(=O)C(C)(C)C(O)C=C(C)C2=O
TPCN02908,C33H35NO8,573.642,CC1=CCCC2C1(C)C(OC(=O)c1cccnc1)C(OC(=O)c1ccccc1)C(C)(O)C2(C)C1CC2=C(O1)C(=O)OC2
TPCN02909,C23H31NO4,385.504,COC(=O)C1(C)CCCC2(C)c3cc4c(c(C)c3CCC12)CC(=O)N4CCO
TPCN02910,C24H33NO4,399.531,C=C1C2CCC3(C1O)C1CC4C5(C)CCC6OC5N(CC)C1C64C3C2OC(C)=O
TPCN02911,C20H26O4,330.424,C=C1CCC2C(C3C1C1=C(CC(C)(O)C1=O)C(=O)C3(C)O)C2(C)C
TPCN02912,C20H26O2,298.426,C=C1CCC2C(C3C(C)C(=O)C4=C(C(=O)C(C)C4)C13)C2(C)C
TPCN02913,C27H34O5,438.564,CC1=CC2C(CCC3(C)OC3C3C(O)C(C)CC3(OC(=O)c3ccccc3)C1=O)C2(C)C
TPCN02914,C20H30O3,318.457,CC1=CC(O)C(=O)C(C)=CC2C(CCC3(C)OC3CC1)C2(C)C
TPCN02915,C20H30O3,318.457,CC1=CC(O)CC(C)=CC(O)C(=O)C(C)=CC2C(CC1)C2(C)C
TPCN02916,C29H36O5,464.602,CC1=CC2C(CCC3(C)OC3C3C(O)C(C)CC3(OC(=O)C=Cc3ccccc3)C1=O)C2(C)C
TPCN02917,C29H32O10,540.565,C=C(C)C12OC3(c4ccccc4)OC1C1C4OC4(CO)C(O)C4(O)C(=O)C(C)=CC4C1(O3)C(C)C2OC(C)=O
TPCN02918,C20H24O7,376.405,CC12CC(c3ccoc3)OC(=O)C1CC1OC(=O)C3(O)C(O)CCC2C13C
TPCN02919,C33H37NO8,575.658,C=C1CCCC2C1(C)C(OC(=O)c1ccccc1)C(O)C1(C)OC3(COC(=O)C3)CC(OC(=O)c3cccnc3)C21C
TPCN02920,C20H22O6,358.39,CC12CC(c3ccoc3)OC(=O)C1=CCC1(C)C2CC2COC(=O)C21O
TPCN02921,C31H43NO7,541.685,CCN1CC2(COC(=O)c3ccccc3O)CCC(OC)C34C5CC6C(OC)CC(OC)(C(CC23)C14)C5C6O
TPCN02922,C42H56O15,800.895,C=C1C(OC(=O)CC)C(OC(C)=O)C(OC(C)=O)C(C)(C)C=CC(C)C(OC(=O)c2ccccc2)C2(O)CC(C)(OC(C)=O)C(OC(C)=O)C2C1OC(=O)C(C)C
TPCN02923,C22H35NO5,393.524,CCN1CC2(C)CCC(O)C34C1C(CC23)C12CCC(C(O)C14)C(O)(CO)C2O
TPCN02924,C36H58O3,538.857,CCCCCCCCCCCCCCCC(=O)OCC1(C)CCCC2(C)c3ccc(C(C)C)cc3C(=O)CC12
TPCN02925,C20H30O,286.459,CC1=CCCC(C=O)=CC2C(CCC(C)=CCC1)C2(C)C
TPCN02926,C20H26O4,330.424,CC(C)(O)c1ccc2c(c1)C(=O)CC1C(C)(C(=O)O)CCCC21C
TPCN02927,C20H28O2,300.442,CC1=C2C=C3CCC4C(C)(C)CCCC4(C)C3CC2OC1=O
TPCN02928,C32H45NO9,587.71,CCN1CC2(COC)CCC(O)C34C5CC6C(OC)CC(O)(C5C6OC(=O)c5ccc(OC)c(OC)c5)C(C(O)C23)C14
TPCN02929,C32H46O10,590.71,C=C(C)C12OC34CCCCCCCC(C)C5C(C)C(=O)C6(O)C(O)C7(CO)OC7C(C1O3)C(O4)(C(C)C2OC(C)=O)C56
TPCN02930,C40H48O4,592.82,CC(C)=CCCc1c(C)ccc2c1C(=O)C(O)=C(C(C)C)C2C1c2c(C)ccc3cc(C(C)C)c(O)c(c23)OC1C=C(C)C
TPCN02931,C20H32O4,336.472,CC1(C)C(O)C(=O)CC2(C)C3CCC4CC3(CCC12)CC4(O)CO
TPCN02932,C31H38O9,554.636,CC1=CC2C(C1=O)C(O)C(C)=CC1(OO)C3C(C)(C)C3(OC(=O)C(C)C)C(OC(=O)c3ccccc3)C(C)C21O
TPCN02933,C38H36Cl2O12,755.6,C=C(C)C1(O)C2OC3(c4ccccc4)OC1C1C4OC4(COC(C)=O)C(OC(C)=O)C4(O)C(=CC(=C(Cl)Cl)C4OC(=O)c4ccccc4)C1(O3)C2C
TPCN02934,C17H22O7,338.356,COC(=O)C1(C)CC2(O)C(=O)OC13CCC(C)C1(C)CC(=O)OC213
TPCN02935,C17H16O3,268.312,Cc1cccc2c3c(ccc12)C1(CC(C)CO1)OC3=O
TPCN02936,C20H28O4,332.44,C=CC1(C)CC2OC(=O)C3=C(CCCC3(C)C)C2(C)C(C(=O)O)C1
TPCN02937,C22H30O6,390.476,C=C1C(=O)C23CC(=O)C4C(C)(C)C(OC(C)=O)CC(O)C4(C)C2C(O)CC1C3
TPCN02938,C42H56O15,800.895,C=C1C(OC(=O)C(C)C)C(OC(C)=O)C(OC(C)=O)C(C)(C)C=CC(C)C(OC(=O)c2ccccc2)C2(O)CC(C)(OC(C)=O)C(OC(C)=O)C2C1OC(=O)CC
TPCN02939,C22H33NO5,391.508,CCN1CC23OC2CC(O)C24C5CC6C(OC)CC(O)(C(CC32)C14)C5C6OC
TPCN02940,C22H33NO2,343.511,C=C1C2CCC3(CCC4C5(C)CCCC4(CN4CCOC45)C3C2)C1O
TPCN02941,C43H63NO10,753.974,COC(=O)C1(C)CCCC2(C)C3CCC(=CC(=O)OC4CCC5(C)C6CCC(=CC(=O)N(C)CCO)C(C)C6C(O)C(=O)C5C4C)C(C)C3C(O)C(=O)C12
TPCN02942,C26H44O9,500.629,CC12CCC3C(CCC4C(C)(C)C(OC5OC(CO)C(O)C(O)C5O)CCC34C)(COCC1O)O2
TPCN02943,C36H49NO12,687.783,CCN1CC2(COC)C(OC(C)=O)CC(OC)C34C5CC6(O)C(OC)C(O)C(OC(C)=O)(C5C6OC(=O)c5ccccc5)C(C(OC)C23)C14
TPCN02944,C32H42O10,586.678,C=C(C)C12OC3(C=CC=CCCCCC)OC1C1C4OC4(CO)C(O)C4(O)C(=O)C(C)=CC4C1(O3)C(C)C2OC(C)=O
TPCN02945,C20H36O2,308.506,C=CC(C)(O)CCC1C(C)(O)CCC2C(C)(C)CCCC21C
TPCN02946,C19H22O5,330.38,CC12CCC3C(=O)OC(c4ccoc4)CC3(C)C1CC=C(O)C2=O
